config_id,replicate_id,E,C,S,delta,seasons,max_years_between_conf_finals,franchises_never_reached_cf,manipulation_gain_pct,manipulation_gain_bound,manipulation_gain_regime,per_series_cost_typical,per_series_cost_playin,rank_one_to_five_spread,expected_pick_worst,expected_pick_fifth_worst
1,42,14,null,unbounded,1000,30,25,0,28.571428571428573,1.2857142857142858,uncapped,,,2.8,4.533333333333333,7.333333333333333
1,43,14,null,unbounded,1000,30,26,0,28.571428571428573,1.2857142857142858,uncapped,,,3.3,4.4,7.7
1,44,14,null,unbounded,1000,30,25,0,28.571428571428573,1.2857142857142858,uncapped,,,2.333333333333333,4.5,6.833333333333333
1,45,14,null,unbounded,1000,30,26,0,28.571428571428573,1.2857142857142858,uncapped,,,2.8000000000000007,4.6,7.4
1,46,14,null,unbounded,1000,30,26,0,28.571428571428573,1.2857142857142858,uncapped,,,2.466666666666667,4.466666666666667,6.933333333333334
